"cv1" "cv2" "cv3" "cv4" "pa" "lon" "lat" "wc2.0_bio_10m_01" "wc2.0_bio_10m_04" "wc2.0_bio_10m_05" "wc2.0_bio_10m_09" "wc2.0_bio_10m_13" "wc2.0_bio_10m_14" "wc2.0_bio_10m_19"
"612" 1 1 2 1 0 -47.25 -24.5833333333333 21.4378611644109 274.652338196894 29.7560691833496 18.1106934547424 277 88 284
"613" 2 3 1 3 0 -40.4166666666667 -16.9166666666667 22.3162500460943 173.815744243095 29.849250793457 19.8563334147135 148 44 145
"614" 3 1 1 2 0 -47.4166666666667 -23.0833333333333 20.1918334563573 238.028202532047 28.5855007171631 17.0539999008179 217 31 103
"615" 1 2 3 2 0 -41.4166666666667 -18.9166666666667 23.3324478467305 183.987461583708 31.8867492675781 20.8480834960938 195 21 78
"616" 2 1 2 1 0 -41.75 -17.0833333333333 21.1130312681198 177.420787063942 29.5279998779297 18.5193750063578 181 10 34
"617" 1 1 3 3 0 -51.0833333333333 -27.4166666666667 15.8951145211856 329.931057644948 25.7304992675781 12.0705831050873 179 103 377
"618" 2 1 3 3 0 -46.9166666666667 -21.25 20.0254790782928 223.727179234976 29.125 16.9783331553141 268 17 91
"619" 1 1 1 1 0 -51.0833333333333 -26.4166666666667 15.5676561991374 323.483330427943 25.4099998474121 11.7295002142588 165 100 348
"620" 1 3 2 1 0 -44.75 -19.75 20.7990104357402 205.303559670635 30.5552501678467 17.9747498830159 306 11 61
"621" 2 1 3 2 0 -47.4166666666667 -21.4166666666667 21.4250731070836 226.953436381839 30.4517498016357 18.3473335901896 255 22 112
"622" 3 2 1 2 0 -42.0833333333333 -21.9166666666667 21.3986041545868 239.18107407733 30.7325000762939 18.2623748779297 226 22 81
"623" 1 3 3 2 0 -41.75 -18.9166666666667 24.1503958304723 181.739962747802 32.9202499389648 21.6855003039042 201 19 61
"624" 1 3 2 1 0 -48.5833333333333 -27.0833333333333 19.607296705246 319.435265170616 28.7909088134766 15.7105264663696 205 86 279
"625" 3 3 1 3 0 -46.5833333333333 -22.4166666666667 19.0462186336517 228.775503988892 28.1357498168945 15.9928749402364 263 25 98
"626" 1 3 2 1 0 -49.9166666666667 -26.4166666666667 16.1005729238192 314.456783466421 25.6732501983643 12.4211667378743 169 80 287
"627" 3 3 3 3 0 -44.9166666666667 -22.4166666666667 16.2299896478653 259.155025064528 26.9147491455078 12.8057084083557 299 24 92
"628" 3 2 2 2 0 -45.75 -20.5833333333333 20.1654166380564 236.923977387933 30.0970001220703 16.8434584935506 286 19 63
"629" 3 1 3 1 0 -43.4166666666667 -19.4166666666667 19.2538437048594 214.491356283988 28.5074996948242 16.2793749173482 324 15 50
"630" 2 1 1 2 0 -42.0833333333333 -19.0833333333333 23.8136248985926 189.010672028529 32.9555015563965 21.2487913767497 220 17 55
"631" 1 1 1 2 0 -45.0833333333333 -23.75 21.4272436300914 248.708844898378 29.2307682037354 18.4525640805562 301 88 291
"632" 2 1 1 1 0 -44.9166666666667 -19.9166666666667 21.0770103136698 216.193778763665 31.1919994354248 18.0747083028158 300 11 38
"633" 2 3 3 3 0 -44.0833333333333 -20.25 20.3543228705724 196.149510097763 29.5799999237061 17.6700002352397 307 13 45
"634" 1 1 3 2 0 -41.25 -16.75 21.1448123852412 179.040873015986 29.1647491455078 18.5578333536784 165 15 52
"635" 3 1 1 3 0 -44.75 -19.9166666666667 20.927072763443 208.5683003871 30.8647499084473 18.0529165267944 310 12 39
"636" 3 2 3 1 0 -49.0833333333333 -27.25 18.2303541103999 316.691125861155 27.4174995422363 14.8232083320618 201 90 314
"637" 3 3 2 2 0 -41.9166666666667 -18.4166666666667 23.5723646084468 192.217673892434 32.3552513122559 20.8915003140767 210 16 54
"638" 2 2 3 3 0 -42.25 -19.4166666666667 22.2546145518621 196.95153041273 31.3652496337891 19.5875415802002 236 17 58
"639" 3 1 1 3 0 -50.5833333333333 -27.9166666666667 15.6663855512937 319.571306949995 24.8540000915527 12.053750038147 154 103 360
"640" 1 2 1 2 0 -50.25 -26.0833333333333 16.7932291030884 325.417728480151 26.7945003509521 12.8854997158051 173 76 296
"641" 2 2 1 1 0 -49.0833333333333 -28.75 19.8636227448781 316.012929382362 29.2520961761475 16.7872255643209 161 84 284
"642" 1 3 2 2 0 -51.25 -29.4166666666667 18.5140415827433 343.354181724097 27.5047492980957 16.4310417175293 152 111 375
"643" 2 1 3 2 0 -48.75 -27.25 19.5826147794724 322.005085783358 28.9672508239746 16.2487500508626 196 89 295
"644" 1 2 3 1 0 -42.5833333333333 -21.4166666666667 22.3092082738876 233.670743148432 31.8657493591309 19.2715417544047 232 16 53
"645" 1 3 1 3 0 -49.5833333333333 -26.5833333333333 15.7917708357175 309.654384195778 25.1527500152588 12.2388749917348 179 83 298
"646" 1 3 3 3 0 -45.9166666666667 -20.0833333333333 20.6303333838781 249.157526129307 31.5755004882812 17.0818333625793 283 14 50
"647" 2 2 3 2 0 -39.0833333333333 -16.75 24.390691280365 156.734321584449 30.1468086242676 26.2109931310018 152 87 351
"648" 1 2 2 3 0 -50.75 -27.9166666666667 15.799541691939 321.712771357347 25.0512504577637 16.0717919667562 162 108 376
"649" 1 3 3 1 0 -45.0833333333333 -19.75 21.0345418850581 212.529723743609 31.1525001525879 18.0683751106262 293 11 37
"650" 2 1 3 1 0 -43.25 -22.75 23.4173979361852 218.842894428596 31.9824504852295 20.8263243039449 204 52 165
"651" 1 3 3 2 0 -45.75 -19.9166666666667 20.9815415938695 241.917242817853 31.9032497406006 17.5363748868306 282 12 46
"652" 2 1 2 3 0 -40.75 -16.75 21.4252396027247 173.265719765663 29.0777492523193 18.9401666323344 150 31 100
"653" 1 3 1 3 0 -49.0833333333333 -26.4166666666667 19.7864479223887 309.951793272384 28.4702491760254 16.0177915891012 217 83 276
"654" 1 1 2 2 0 -49.5833333333333 -29.25 19.2762004137039 333.949386474397 28.0796604156494 15.9556498527527 145 92 307
"655" 3 2 2 1 0 -50.4166666666667 -29.0833333333333 15.5459895332654 312.411631531879 24.4517498016357 16.7487080891927 185 129 477
"656" 3 2 2 2 0 -44.4166666666667 -23.25 22.1699072917302 216.076860855828 31.0777778625488 19.6509257952372 254 67 208
"657" 2 3 3 2 0 -44.0833333333333 -20.5833333333333 19.5098540782928 203.556135158774 28.525749206543 16.7474582990011 294 15 54
"658" 2 1 3 2 0 -45.9166666666667 -20.9166666666667 19.4726043144862 233.477867296248 29.1275005340576 16.2530833880107 286 20 69
"659" 2 2 2 2 0 -42.0833333333333 -17.25 21.2544165452321 173.582222619531 29.7875003814697 18.670916557312 197 7 27
"660" 3 2 3 2 0 -50.4166666666667 -29.9166666666667 19.1523022254308 338.691581459525 27.8425006866455 20.3200000127157 149 94 406
"661" 1 1 2 3 0 -46.0833333333333 -20.5833333333333 19.8663750886917 234.114185496064 29.5734996795654 16.5817500750224 291 17 62
"662" 1 2 3 1 0 -41.75 -21.0833333333333 21.5585312048594 230.063088488508 30.9042491912842 18.5258332888285 212 21 75
"663" 1 1 1 1 0 -43.5833333333333 -21.4166666666667 19.0388123591741 204.930866125526 27.7972507476807 16.4136662483215 298 18 60
"664" 2 3 2 3 0 -46.4166666666667 -24.0833333333333 22.7350877523422 245.019710180057 31.4921054840088 19.7355260848999 324 105 323
"665" 1 2 3 1 0 -51.5833333333333 -28.75 16.9145311911901 340.18054888818 26.1002502441406 17.1504998207092 186 117 467
"666" 3 1 2 2 0 -42.4166666666667 -17.9166666666667 21.2416354020437 199.397383087764 30.1294994354248 18.2658754984538 237 10 35
"667" 1 2 2 3 0 -49.0833333333333 -25.5833333333333 17.4653438329697 272.86238978595 26.2077503204346 14.1437083880107 217 85 283
"668" 3 1 1 3 0 -48.9166666666667 -28.4166666666667 19.9169459740321 308.163269075678 29.1048774719238 16.940701007843 168 85 290
"669" 1 1 2 3 0 -47.0833333333333 -22.25 20.6257705688477 238.383268770648 29.8624992370605 17.4192916552226 245 20 80
"670" 3 2 2 3 0 -50.75 -25.9166666666667 16.8516146540642 326.392349204825 26.5682506561279 12.8717918395996 167 84 311
"671" 1 3 2 1 0 -50.25 -30.4166666666667 19.1503745714823 345.723911912599 27.5044937133789 20.2104870478312 148 88 408
"672" 2 2 3 2 0 -49.5833333333333 -25.4166666666667 16.978385368983 292.716875980036 26.3642501831055 14.2088748613993 204 78 287
"673" 2 1 2 2 0 -45.0833333333333 -22.4166666666667 15.910260339578 267.222378274332 27.1504993438721 12.4014999071757 302 25 101
"674" 2 1 3 1 0 -48.5833333333333 -27.9166666666667 19.8707487980525 309.850196690755 28.9351348876953 16.8614862759908 190 91 298
"675" 1 1 1 2 0 -41.75 -18.75 24.0126878023148 182.222277458054 32.7075004577637 21.5218335787455 201 20 64
"676" 2 3 3 1 0 -48.4166666666667 -25.25 21.2921011845271 300.759874875947 29.4610424041748 17.781901995341 283 72 260
"677" 3 1 3 3 0 -40.9166666666667 -18.25 23.2468852996826 182.905155585987 31.4969997406006 20.7791245778402 180 27 103
"678" 2 2 2 2 0 -43.9166666666667 -23.0833333333333 22.8237267335256 203.654246846543 31.690279006958 20.5430555343628 202 49 154
"679" 2 2 2 2 0 -41.25 -19.4166666666667 23.1408438285192 195.936154028143 31.9820003509521 20.5444583892822 196 23 85
"680" 3 1 2 3 0 -41.9166666666667 -21.25 22.6731144587199 237.587699125409 32.3607482910156 19.5115413665771 217 17 74
"681" 2 3 1 1 0 -46.4166666666667 -20.4166666666667 19.2714686791102 222.095422926804 28.4042491912842 16.1499581336975 302 16 62
"682" 2 3 1 3 0 -45.4166666666667 -22.5833333333333 15.7309271494548 283.40216242988 27.4532508850098 12.043833176295 301 29 119
"683" 1 1 1 3 0 -46.75 -21.25 19.5947709878286 225.958029246746 28.9227504730225 16.5124168395996 268 16 89
"684" 2 3 2 2 0 -42.75 -19.5833333333333 21.3523645003637 211.833720147187 30.4147491455078 18.4719583193461 278 12 39
"685" 3 1 2 1 0 -40.25 -18.4166666666667 23.8880315621694 183.717213366028 31.7077503204346 21.4809586207072 172 39 148
"686" 3 3 2 1 0 -40.25 -19.5833333333333 23.5185521443685 197.130100543069 31.3964996337891 21.5468330383301 191 40 150
"687" 1 2 2 3 0 -50.9166666666667 -27.4166666666667 15.7743437290192 330.574414888125 25.5004997253418 15.9792915980021 173 105 389
"688" 2 1 1 1 0 -50.0833333333333 -29.75 19.2784360249837 331.97404540325 27.586576461792 20.2767578760783 146 94 371
"689" 3 1 2 2 0 -39.9166666666667 -18.9166666666667 23.7744479974111 187.895512505191 31.1240005493164 21.3814999262492 174 45 165
"690" 2 2 2 2 0 -45.5833333333333 -19.4166666666667 21.5662187337875 214.392664570675 31.617000579834 18.5244580904643 281 10 34
"691" 1 1 2 2 0 -41.0833333333333 -21.4166666666667 23.4942987362544 203.170609698183 31.7640228271484 20.9644001324972 160 28 100
"692" 1 2 2 3 0 -44.9166666666667 -22.0833333333333 18.5176875988642 263.065801160641 29.3322505950928 14.9787084261576 294 19 72
"693" 3 2 3 2 0 -45.0833333333333 -21.4166666666667 19.6293022235235 235.292241439395 29.6354999542236 16.4933334986369 293 19 81
"694" 1 2 2 2 0 -49.5833333333333 -26.25 16.3632498582204 310.947268273414 25.869499206543 12.7202917734782 172 81 284
"695" 2 2 1 1 0 -41.75 -20.25 19.3544166882833 221.065075231041 29.1674995422363 16.3914586702983 220 24 92
"696" 3 2 3 3 0 -44.75 -23.25 20.5314852794011 231.148239656331 29.7338848114014 17.7005049387614 295 78 242
"697" 1 1 1 1 0 -43.5833333333333 -19.75 19.6396977901459 198.681238932183 28.8024997711182 16.8949999809265 325 15 47
"698" 1 3 2 1 0 -47.4166666666667 -22.0833333333333 21.1954792737961 230.328084588583 30.4312496185303 18.0973752339681 248 20 97
"699" 1 3 2 3 0 -40.9166666666667 -18.9166666666667 21.7554167111715 188.196098028 30.20924949646 19.2501667340597 191 29 113
"700" 2 2 1 3 0 -39.25 -16.9166666666667 24.400604168574 157.142997331042 30.289249420166 22.353333791097 151 83 319
"701" 3 1 3 1 0 -42.0833333333333 -22.5833333333333 22.9839063088099 218.891255358859 31.3414993286133 20.3166667620341 175 34 114
"702" 3 2 2 3 0 -41.75 -18.5833333333333 23.7858126958211 186.588685214785 32.4724998474121 21.2201665242513 202 18 62
"703" 2 3 3 1 0 -41.4166666666667 -22.0833333333333 23.5557812054952 204.184910153448 31.3102493286133 21.0835415522257 155 31 109
"704" 3 3 2 2 0 -40.0833333333333 -19.5833333333333 23.6926352977753 198.8217901148 31.3955001831055 21.7390832901001 189 43 160
"705" 2 1 1 1 0 -41.9166666666667 -20.9166666666667 20.3979167938232 232.889821261547 30.0494995117188 17.3011668523153 223 21 73
"706" 1 2 2 2 0 -43.75 -18.9166666666667 18.9366353352865 201.278368545851 27.398250579834 16.1185002326965 287 12 40
"707" 1 3 3 2 0 -45.0833333333333 -19.9166666666667 20.7434062163035 215.412452437584 30.847749710083 17.7350829442342 297 13 42
"708" 1 1 2 2 0 -45.75 -23.0833333333333 19.9250938097636 244.880580043823 28.5267505645752 16.7380415598551 225 26 101
"709" 3 1 2 1 0 -41.4166666666667 -20.5833333333333 20.330676873525 218.584259499775 29.6752490997314 17.4692080815633 205 28 90
"710" 2 2 3 3 0 -46.5833333333333 -23.9166666666667 18.3915625015895 246.640389543589 26.4114990234375 15.3704582850138 322 101 327
"711" 3 3 3 1 0 -49.0833333333333 -27.75 15.343323012193 296.830753461343 24.3807506561279 12.207750082016 211 101 344
"712" 2 3 1 1 0 -50.9166666666667 -26.0833333333333 16.3599896033605 324.355982251314 25.8894996643066 12.4562916755676 167 93 327
"713" 2 2 2 1 0 -43.0833333333333 -21.5833333333333 20.9782395760218 225.097621730146 30.2880001068115 18.0987915992737 261 14 50
"714" 3 3 2 3 0 -44.4166666666667 -20.4166666666667 19.6695208152135 199.124484059648 28.7192497253418 16.937416712443 319 15 49
"715" 2 1 3 1 0 -39.0833333333333 -17.5833333333333 24.6222222646077 161.895875140324 30.3999996185303 22.5944442749023 178 68 275
"716" 2 3 1 2 0 -50.75 -28.0833333333333 16.1821353832881 320.213815267981 25.3570003509521 14.0990416208903 161 107 375
"717" 1 2 1 1 0 -50.0833333333333 -27.9166666666667 14.4600520531336 306.160181194351 23.3059997558594 12.5092082818349 157 103 359
"718" 1 3 3 3 0 -43.75 -20.4166666666667 18.5816562970479 200.226845075462 27.2565002441406 15.8556669553121 301 12 47
"719" 2 3 1 2 0 -40.9166666666667 -18.5833333333333 23.0712188879649 186.15988293773 31.2660007476807 20.5844167073568 184 26 101
"720" 3 3 2 2 0 -49.25 -26.5833333333333 18.0678541660309 309.821067238585 27.0645008087158 14.6384166081746 201 86 299
"721" 2 1 2 1 0 -47.0833333333333 -24.0833333333333 19.089239637057 253.072693368768 27.1340007781982 15.957958539327 283 72 230
"722" 3 2 3 1 0 -49.75 -26.0833333333333 16.5749166409175 308.975733134175 26.2767505645752 12.7909582455953 164 75 263
"723" 3 2 1 1 0 -44.4166666666667 -22.0833333333333 17.2503436803818 234.13958499135 27.4594993591309 14.1695833206177 299 22 76
"724" 1 2 3 3 0 -40.9166666666667 -19.0833333333333 21.8235414822896 190.014307845005 30.2257499694824 19.3087501525879 192 30 113
"725" 2 1 1 1 0 -42.9166666666667 -18.75 19.4630833466848 236.617734552324 28.892749786377 16.1049167315165 300 13 43
"726" 1 2 2 3 0 -46.25 -21.25 19.8710728883743 237.71771255462 29.8997497558594 16.616583665212 271 21 74
"727" 1 2 3 3 0 -50.75 -27.0833333333333 15.6350834767024 332.397444530109 25.5580005645752 11.7634999752045 166 93 357
"728" 1 3 2 2 0 -44.4166666666667 -20.25 19.645187497139 195.513613199733 28.6762504577637 16.9564166069031 327 16 51
"729" 3 3 3 1 0 -40.0833333333333 -19.9166666666667 23.4909092585246 196.080935212595 30.9874134063721 21.0348488489787 191 50 161
"730" 3 1 2 1 0 -45.4166666666667 -20.4166666666667 19.7228020826976 225.069223284879 29.6464996337891 16.5757500330607 288 18 58
"731" 2 3 3 2 0 -43.25 -19.5833333333333 19.7546563943227 222.351851593512 29.1107501983643 16.6930419603984 335 12 41
"732" 2 1 1 3 0 -50.75 -27.5833333333333 15.9684895277023 330.444147209239 25.588249206543 16.2184999783834 164 105 378
"733" 3 2 1 3 0 -45.4166666666667 -23.5833333333333 19.5129644870758 251.956698386159 28.221700668335 16.3695995012919 286 64 216
"734" 1 3 3 3 0 -42.5833333333333 -18.0833333333333 21.359072804451 212.573049114519 30.4610004425049 18.2107917467753 251 11 37
"735" 2 1 2 2 0 -50.25 -29.75 17.9883124828339 323.549319366144 26.4444999694824 18.9960832595825 161 104 416
"736" 2 1 1 1 0 -43.5833333333333 -18.5833333333333 18.6239791313807 196.118869692044 26.8237495422363 15.8556666374207 288 11 38
"737" 3 1 3 3 0 -42.4166666666667 -19.25 23.5455521345139 191.737891800946 32.6609992980957 20.9507083892822 241 12 40
"738" 3 2 2 1 0 -45.0833333333333 -22.0833333333333 19.0688019792239 278.916387323741 30.25950050354 15.287916580836 288 20 77
"739" 2 2 2 2 0 -43.4166666666667 -22.25 20.6818540096283 231.035605390518 29.691499710083 17.7669164339701 247 32 106
"740" 3 3 3 1 0 -43.5833333333333 -19.5833333333333 18.9398750861486 198.12363897294 27.8365001678467 16.1965419451396 326 12 38
"741" 2 2 3 2 0 -44.5833333333333 -22.4166666666667 17.4097498257955 242.997149261353 27.1714992523193 14.2137082417806 295 26 93
"742" 3 3 2 1 0 -39.75 -18.5833333333333 23.9782038529714 179.694812626498 30.8516807556152 21.6959381103516 167 57 192
"743" 2 2 2 1 0 -46.5833333333333 -23.4166666666667 18.2328437566757 229.79547520473 26.3182506561279 15.3977082570394 239 35 126
"744" 2 2 1 1 0 -41.0833333333333 -16.5833333333333 22.5983436902364 182.207132887024 30.6075000762939 19.9755001068115 167 15 50
"745" 3 2 2 1 0 -51.25 -26.4166666666667 15.7363021572431 327.810727302974 25.7397499084473 11.8303332328796 165 104 360
"746" 3 3 2 1 0 -49.4166666666667 -25.4166666666667 17.035208205382 289.590609759039 26.2935009002686 13.4621247450511 209 77 273
"747" 3 3 3 1 0 -50.25 -28.5833333333333 15.5830937425296 298.343124230683 24.4249992370605 13.7436664104462 156 109 390
"748" 1 2 2 1 0 -44.5833333333333 -22.0833333333333 16.5714895923932 234.537997031995 26.9979991912842 13.488333384196 314 24 85
"749" 1 3 1 1 0 -50.25 -28.4166666666667 15.809854110082 303.086965426203 24.6574993133545 13.910749912262 150 104 369
"750" 2 1 2 2 0 -42.9166666666667 -22.9166666666667 22.8741338253021 210.886550398527 31.1229362487793 20.6212031046549 187 23 109
"751" 3 1 1 2 0 -43.5833333333333 -22.0833333333333 20.3331562678019 227.332425924093 29.2207508087158 17.4473746617635 223 20 65
"752" 1 1 2 3 0 -43.5833333333333 -22.4166666666667 19.9116456508636 231.961658986551 28.8197498321533 16.9886245727539 241 32 111
"753" 2 2 3 1 0 -42.9166666666667 -22.0833333333333 19.6077814102173 232.556249102492 28.599250793457 16.660542011261 276 24 84
"754" 1 3 3 2 0 -49.0833333333333 -28.25 19.1034270922343 314.014983295938 28.7222499847412 15.8601667086283 181 81 282
"755" 1 3 3 3 0 -41.0833333333333 -18.4166666666667 21.8069270054499 185.665810811508 30.1595001220703 19.2864999771118 188 26 100
"756" 3 2 2 3 0 -42.25 -19.75 21.0077395439148 214.46914607817 30.77174949646 18.0982084274292 232 14 59
"757" 3 3 2 2 0 -40.5833333333333 -20.9166666666667 23.4083335399628 201.988225446365 31.1000003814697 20.9000002543132 173 40 134
"758" 3 2 3 3 0 -39.25 -17.9166666666667 24.4187037944794 163.821071289824 30.182222366333 22.3648147583008 183 78 288
"759" 3 3 1 1 0 -42.9166666666667 -20.4166666666667 20.8645208676656 231.383149309663 30.8542499542236 17.7402086257935 257 16 51
"760" 2 2 1 3 0 -49.9166666666667 -26.25 16.2045207818349 311.97994353033 25.9512500762939 12.5309584140778 169 80 281
"761" 3 1 2 3 0 -51.0833333333333 -29.0833333333333 16.1407602826754 326.331030340416 24.8862495422363 14.0441664854685 187 124 478
"762" 1 2 2 3 0 -50.75 -26.9166666666667 15.1744790673256 324.071024994353 25.0567493438721 11.3864585558573 164 88 333
"763" 3 1 1 1 0 -45.5833333333333 -23.0833333333333 19.8571354150772 244.386531694172 28.5594997406006 16.6740417480469 218 23 93
"764" 2 2 3 2 0 -44.75 -22.25 15.1861354907354 243.176812908376 26.0025005340576 12.0079584121704 327 25 94
"765" 2 2 1 3 0 -42.25 -20.75 19.020093758901 236.91801233843 29.1712493896484 15.8467084566752 234 18 69
"766" 1 1 2 2 0 -39.4166666666667 -17.75 24.3449455102285 164.441728319392 30.4754390716553 22.2446947097778 173 79 281
"767" 2 3 3 1 0 -43.75 -20.25 19.4034789800644 199.121937508679 28.3107490539551 16.679124991099 304 11 42
"768" 1 2 3 3 0 -40.25 -16.5833333333333 22.0837916135788 167.697914981748 29.5007495880127 20.2199581464132 120 43 142
"769" 2 1 2 2 0 -42.25 -19.25 23.6020625432332 190.994948343459 32.7584991455078 21.0214999516805 230 14 48
"770" 2 3 2 3 0 -40.5833333333333 -18.5833333333333 23.5710209210714 185.615827576915 31.6975002288818 21.1193749109904 179 33 127
"771" 3 3 3 3 0 -41.25 -19.5833333333333 23.0103748639425 198.049516916262 32.0270004272461 20.3929998079936 198 25 90
"772" 3 3 3 3 0 -41.25 -20.5833333333333 21.8503124713898 214.85355214787 30.7467498779297 19.0739167531331 197 28 92
"773" 3 2 1 1 0 -50.25 -29.9166666666667 19.1588542461395 336.833249771438 27.7387504577637 20.2383337020874 149 94 394
"774" 1 3 3 3 0 -51.9166666666667 -28.75 17.6524584094683 351.235099034747 27.213249206543 17.8535003662109 174 118 431
"775" 1 3 1 2 0 -47.0833333333333 -21.75 21.0416456460953 232.10777504045 30.4890003204346 17.9145415623983 235 17 84
"776" 3 3 3 3 0 -40.25 -17.4166666666667 24.0077396233877 177.263921972551 31.7427501678467 21.5734586715698 159 37 136
"777" 1 1 2 2 0 -45.9166666666667 -22.4166666666667 19.0703333218892 250.321055590288 29.6229991912842 15.7440002759298 269 28 106
"778" 2 3 3 1 0 -48.75 -28.4166666666667 20.0639380216599 304.906885032914 28.398229598999 17.2589972813924 161 90 303
"779" 3 2 3 3 0 -44.0833333333333 -19.4166666666667 21.1508334875107 203.750388838543 31.0427494049072 18.3283335367839 269 10 35
"780" 3 2 2 1 0 -43.4166666666667 -18.75 20.1197813351949 228.801116399408 29.4069995880127 16.8828752835592 279 14 44
"781" 2 2 2 2 0 -46.25 -23.5833333333333 18.1395000219345 244.756198500616 26.2787494659424 15.0883747736613 251 53 177
"782" 3 3 1 1 0 -40.4166666666667 -18.5833333333333 23.7452918688456 185.281665155027 31.7627506256104 21.3135833740234 176 36 138
"783" 2 2 1 3 0 -43.9166666666667 -19.4166666666667 21.2867396275202 208.43823039123 31.1585006713867 18.3991249402364 278 9 29
"784" 3 3 3 1 0 -51.25 -26.75 15.1542292435964 321.457522277785 24.982250213623 11.3629169464111 171 99 363
"785" 1 1 3 1 0 -44.75 -21.0833333333333 19.670093814532 222.399252642235 29.1182498931885 16.6705002784729 364 19 66
"786" 3 1 1 1 0 -42.5833333333333 -19.75 22.7144165436427 206.723031425037 31.8537502288818 19.9353748957316 247 10 37
"787" 3 3 1 3 0 -49.25 -27.4166666666667 16.6850104729335 311.487177483498 25.988000869751 13.2839582761129 203 93 333
"788" 1 2 3 1 0 -43.0833333333333 -19.25 20.9875104824702 229.870157361385 30.5149993896484 17.8071250915527 300 11 36
"789" 1 1 1 3 0 -42.75 -22.25 16.8430521090825 235.745007584374 25.8352508544922 13.8497916857402 281 30 106
"790" 3 3 3 1 0 -46.5833333333333 -20.4166666666667 19.0048022667567 212.372233327448 27.1877498626709 16.0359171231588 299 16 60
"791" 2 2 1 1 0 -47.5833333333333 -22.4166666666667 20.5251667102178 251.52688708783 29.3889999389648 17.1415831247966 239 21 80
"792" 2 1 3 1 0 -40.0833333333333 -18.4166666666667 23.9855938752492 181.707450172454 31.5227508544922 21.6237087249756 170 45 166
"793" 2 1 3 2 0 -41.25 -21.25 23.3870728810628 210.772213430841 32.2005004882812 20.7185834248861 176 27 89
"794" 1 1 1 1 0 -44.75 -19.4166666666667 21.3319166103999 203.879504115059 31.2884998321533 18.5131247838338 272 9 54
"795" 1 1 1 1 0 -43.5833333333333 -18.9166666666667 19.6990103324254 220.301010352358 28.8819999694824 16.6033333142598 284 15 50
"796" 2 3 3 2 0 -45.9166666666667 -22.5833333333333 17.5092812975248 259.569273332951 28.2912502288818 14.1016668478648 291 31 124
"797" 1 1 2 1 0 -49.9166666666667 -26.0833333333333 16.6731978058815 313.029551492183 26.6035003662109 12.8231666088104 167 78 275
"798" 1 2 3 3 0 -44.0833333333333 -19.5833333333333 20.8669168154399 192.353031766939 30.5189990997314 18.2105417251587 281 12 40
"799" 1 2 2 2 0 -39.9166666666667 -18.0833333333333 24.0675519307454 175.366672135882 31.1132507324219 21.7729581197103 166 63 205
"800" 1 1 2 3 0 -45.75 -22.4166666666667 18.9894062876701 256.655491460902 29.6569995880127 15.5768333276113 269 26 102
"801" 3 1 3 2 0 -45.9166666666667 -22.9166666666667 17.1247812906901 258.041090967528 26.6337509155273 13.7757083574931 286 33 135
"802" 3 1 3 2 0 -40.5833333333333 -16.5833333333333 22.7626249790192 173.12457383758 30.4220008850098 20.2775414784749 142 32 100
"803" 3 2 2 2 0 -49.4166666666667 -25.25 17.2566978732745 289.507492904973 26.7432498931885 13.6980415185293 218 78 277
"804" 2 3 1 1 0 -46.25 -22.0833333333333 18.2314791282018 220.765844313065 28.0277500152588 15.3587082227071 297 29 122
"805" 1 2 2 3 0 -45.25 -23.75 19.1842875878016 249.577470926729 28.1725196838379 16.1370231310527 310 92 280
"806" 1 2 1 2 0 -42.5833333333333 -22.75 22.2900415261586 220.643635476029 31.0419998168945 19.9221665064494 178 25 104
"807" 1 3 1 3 0 -41.9166666666667 -20.25 19.4411354064941 226.250082028564 29.5289993286133 16.3938336372375 223 21 84
"808" 3 3 1 2 0 -42.4166666666667 -22.25 17.8983436822891 246.971130520618 26.9512500762939 14.7107083002726 244 27 90
"809" 2 1 2 3 0 -46.75 -22.75 18.6998540957769 233.478847841381 27.3649997711182 15.6121665636698 232 29 112
"810" 1 2 1 2 0 -42.0833333333333 -19.75 19.4187604983648 219.472771262076 29.4122505187988 16.4225417772929 233 18 72
"811" 1 3 1 1 0 -49.4166666666667 -26.25 16.3967395027479 310.857884799335 25.5467491149902 12.7673752307892 179 83 291
"812" 3 3 1 3 0 -51.25 -27.9166666666667 16.2501040697098 329.795336116602 25.8577499389648 16.4100413322449 185 111 388
"813" 3 1 2 1 0 -42.0833333333333 -20.0833333333333 18.1641769806544 224.310029863452 28.0734996795654 15.1194998423258 239 21 80
"814" 1 2 3 3 0 -42.9166666666667 -19.75 20.0696875254313 222.73793174456 29.6215000152588 17.0208751360575 301 14 45
"815" 2 2 3 3 0 -45.4166666666667 -19.4166666666667 21.7238332430522 212.950836095482 31.8699989318848 18.7176664670308 271 10 31
"816" 3 3 1 3 0 -48.4166666666667 -27.25 19.7431816657384 310.81765569133 28.0181827545166 16.0090905825297 197 97 302
"817" 1 2 3 1 0 -51.0833333333333 -27.25 15.5373436609904 325.815195436007 25.3390007019043 11.7418332894643 178 100 372
"818" 2 3 2 3 0 -45.4166666666667 -20.75 19.9470000267029 232.252840098525 30.0252494812012 16.7322916984558 289 19 62
"819" 1 2 2 3 0 -50.75 -27.75 16.0279167691867 329.693657594848 25.5117492675781 16.2837502161662 162 108 379
"820" 2 1 1 1 0 -43.75 -19.0833333333333 19.9679792324702 211.810560332797 28.9720001220703 17.0142919222514 282 7 26
