"group.all" "pa" "lon" "lat" "X1Km_.eigenvariables.1" "X1Km_.eigenvariables.2" "X1Km_.eigenvariables.3" "X1Km_.eigenvariables.4" "X1Km_.eigenvariables.5" "X1Km_.eigenvariables.6" "X1Km_.eigenvariables.7" "X1Km_.eigenvariables.8" "X1Km_.eigenvariables.9" "X1Km_.eigenvariables.10"
"55" 1 0 -49.495559082 -25.948896484 12.2168770086328 -6.78181456314527 -12.2487705595942 6.86908706463489 -3.82854220936082 0.578948505880928 0.348692138773795 7.41329263938141 2.42730053450886 3.84529090763098
"56" 2 0 -54.255559082 -22.388896484 17.9141158123614 -10.8269636284689 -13.3602762976097 8.14487374801937 -5.73519680145968 1.11792457472165 -0.57187036050864 8.04466142903769 4.04643639452823 2.84603954234396
"57" 3 0 -55.965559082 -20.938896484 18.1062276989344 -12.1463548100518 -12.8015302162477 8.7889860413692 -6.70429772041974 2.07149020655885 -1.16975441669486 9.00640377637429 2.92077687046312 2.62683375481254
"58" 2 0 -54.045559082 -28.058896484 15.4531601908095 -6.89592917086133 -12.3286554006442 8.6825163962311 -6.60172230634246 1.96301975113266 -1.61623783453943 7.43437615034222 2.92090336246812 5.52880218187621
"59" 1 0 -52.275559082 -30.198896484 15.6256182017041 -7.85381806610454 -10.2315387233548 10.3250852263952 -5.06193484422299 1.57971253753067 -1.45734501823297 6.72868044821262 3.95747488323127 1.9090568697991
"60" 1 0 -42.005559082 -22.068896484 14.0472572344923 -8.63809346166689 -12.5910735155345 3.35978128743494 -6.37765164802865 2.47773230439468 -2.63521414578427 9.66453892555266 0.894130951788199 0.669246195529206
"61" 3 0 -53.075559082 -19.788896484 18.4164812815676 -12.1878445300141 -13.5551642352025 7.36315684839304 -5.5989613628928 1.3370291611788 -0.362311183238948 8.95785404608683 3.85204957510351 2.74198209796617
"62" 2 0 -50.105559082 -24.668896484 12.4367417024012 -6.8787551269827 -13.2511082897715 5.47063081944366 -4.98238112902675 1.03487563151223 -0.325184816204885 8.45343502418239 2.91062406918435 4.21714442518819
"63" 2 0 -37.355559082 -7.138896484 18.4799594959209 -15.4513665537277 -10.3111658732565 5.54406408645433 -5.07456837275675 1.37963855236418 -0.96223919348682 8.09610645619628 4.40739386789342 1.69277404290164
"64" 2 0 -54.395559082 -23.808896484 16.8112626097908 -9.64979176122682 -12.6622996777346 8.49432007549335 -6.90136804128148 2.23312832762151 -1.63568192531697 8.58191362130736 2.2351116128979 3.13697445411453
"65" 2 0 -56.015559082 -21.318896484 17.48071413208 -11.599632782707 -12.6166089142055 8.76692096315711 -5.75668241342305 1.7265756442911 -0.621729031051167 8.76080013336809 2.80993138480672 3.0141469486855
"66" 3 0 -43.145559082 -18.588896484 15.0141002194785 -10.5122237616038 -14.8816499078334 5.47885863100718 -3.47809973217148 0.688557626652073 -0.296188259346557 7.20308348883324 4.10686040952706 2.22805972438489
